french|lingala
Ecoutes Ekatshaka, le conte de ce père                                                                                                Kourokoko pourtant avait raison                                                                                                Son fils unique avait été tué sans raison                                                                                                 Mais a force  de pleurer jour et nuit                                                                                                 Tout le monde dans le village a fini par en avoir marre de lui                                                                                                 Combien de temps dois-je encore pleurer  ton amour dis-le moi                                                                                                  Ecoutes l’autre, ne me laisse pas au bord de la route|Yoka Ekatshaka lisapo ngo ya papa ngo                            Kourokoko pourtant azalaki na raison                            Fils unique na ye ba bomaki ye raison te                            Kasi kolela tango elekaki trop butu moyi                            Moto nionso na mboka akomaki ko bailler ye                            Combien de temps il faut na lela amour na yo loba                            Yoka moninga, tika ngai te au bord de la route
Si le feu pouvait s’offrir emballer                                                                                                 Je t'aurai envoyé le mien                                                                                                Emballe dans un nuage  fluorescent                                                                                                A 4h du matin quand le sommeil devient si profond                                                                                                 Qu’il frappe dans ton cœur comme le tonnerre                                                                                                  Quand tu sursauteras de ton sommeil, que tu puisses raisonner un peu à mon cas|Soki moto eyaka na emabllage                            Mbele natindelaki yo oyo ya ngai                            Emballe na nuage ya ngeli ngeli                            Na 4 h du matin tango pongi eyaka makasi                            Ebeta na motema na yo lokola nkake                            Tango oko sutuka na mpongi eeh,o raisonner moke pona cas na nga aaa
Cesses d'entendre dire, viens voir l'agonie de ce roi qui a tout                                                                                                De l'argent à gogo, des maisons construites dans plusieurs pays                                                                                                 Et pourtant il est  plongé dans le coma parce qu'il lui manque ton amour                                                                                                L’amour s’il avait un prix, il aurait été capable de donner une âme humaine|Tika koyoka na sango,yaka omona agonie ya roi oyo aza na tout eh                            Mosolo a gogo,ba ndaku atonga mboka mboka                             Kasi akota coma po azanga amour na yo                            Bolingo soki ezalaki na motuya mbele a pesaki                            Molimo to ya moto
Le moment de l’amour la nuit tout un problème                                                                                                Au niveau ou je suis zéro, y’en a même beaucoup                                                                                                 Le salut de la personne que t’aime, c’est l’être aimé                                                                                                 Pourquoi me transformes-tu au tombeau du soldat inconnu                                                                                                Ils ont commencé a me piétiner, je me manque même                                                                                                 Quelqu’un pour me consoler|Tango y’amour na butu suka ngambo                            Na niveau nga naza zero kutu eza bele eh                             Salut ya moto oyo olingaka c’est l’etre aimé                            Boni okomisi nga lilita ya soldat inconnu                            Bakomi nde ko  niata niata nga na zangui ata                            Moto consolé nga
Tu es la poupée et moi l’expert                                                                                                 Tu es une poupée et moi un vétéran                                                                                                Le combat entre toi et moi comment choisir-ai-je ma façon de combattre                                                                                                 Je ne pourrais pas, car tu m'as vaincu d'avance                                                                                                 La douceur de ton regard suffit pour que je perde connaissance                                                                                                Le dos, si tu me le tourne t’auras abrégé ma vie                                                                                                Je suis devenu ton jouet|Yo muana popi ngai asala kala                            Yo muana popi ngai le mvuanga ntama                            Etumba ya yo na ngai na kopona ebundeli nini                            Nakokoka te,olongi na yo ngai d'avance                            Douceur ya regard na yo ekoki po na kueya elinga                            Mokongo soki opesi ngai o abreger vie na ngai                            Na koma jouet na yo
La grossesse de la joie aujourd'hui a accouché de la tristesse                                                                                                 Le cou de ma chérie plein de pacotilles est aujourd'hui rempli de bijoux                                                                                                 Les promesses d'amour se sont noyées                                                                                                Puis-je connaître la magie pour revivre le passé                                                                                                Le sentiment d’amour a frappe dans un cœur comme la foudre                                                                                                Personne ne saurait y survivre...|Zemi ya la joie lelo eboti mawa                            Kingo ya cherie oyo mayaka ekomi ya bijoux                            Ba promesses ya bolingo na mayi ezindi                            Eleko ya bana mamelo est bien revolu                            Na yeba ata magie na revivre le passé                            Sentiment ya amour ebetisi motema nkake                            Moto ako bika te...  
Chérie maria                                                                                                  Aujourd’hui je suis devenu un passe temps pour  toi, parce que je n’ai pas d’argent                                                                                                   T’as oublié le temps passé                                                                                                   Toutes les souffrances que j’ai endurées pour toi, l’amour ne m’a même pas remercié|Cherie maria                                       Lelo na komi passe temps epayi na yo mpo na zangui nde mossolo                                      Obosani le temps passé                                      Ba passi oyo ngai na mona po na yo bolingo epesi nga ata merci te
Chérie maria                                                                                                   Aujourd’hui je suis devenu un passe temps pour  toi, parce que je n’ai pas d’argent                                                                                                   T’as oublié le temps passé                                                                                                   Toutes les souffrances que j’ai endurées pour toi, l’amour ne m’a même pas remercié|Cherie maria                                       Lelo na komi passe temps epayi na yo mama mpo na zangui nde mossolo                                      Obosani le temps passé                                      Ba passi oyo ngai na monaki po na yo bolingo epesi nga ata merci te
Parce que tes parents m’ont traité de pauvre, malheureux                                                                                                  Que je n’ai rien que je pourrai te donner                                                                                                   Que le jour où ils me croiseront à nouveau avec toi dans la rue, ils mettront ma vie en danger|Mpo baboti  bayo ba fingui nga pauvre malheureux  mobola na zanga                                       Eloko nini yango  nazali na yango oyo na koki kopesa nayo                                       Mokolo ba kokuta nga na yo lisusu na nzela ba kotia vie na nga na danger
Parce que tes parents m’ont traité de pauvre, malheureux                                                                                                  Que je n’ai rien que je pourrai te donner                                                                                                   Que le jour où ils me croiseront à nouveau avec toi dans la rue, ils mettront ma vie en danger|Mpo baboti  bayo ba fingui nga pauvre malheureux  mobola na zanga                                       Eloko nini yango  nazali na yango oyo na koki kopesa nayo                                       Mokolo ba kokuta nga na yo lisusu na nzela ba kotia vie na nga na danger
Je me suis questionné au fond de moi et j’ai eu pitié de moi                                                                                                  Est-ce qu’il  est écris sur mon front que je mourrai pauvre                                                                                                   Pour qu’ils envisagent de te  marier avec un homme riche ma chérie                                                                                                   Avec un homme riche…                                                                                                  Avec un homme riche…                                                                                                  Avec un homme riche…                                                                                                  Avec un homme riche…|Na mituni na motema  oh mais na miyokeli mawa oh                                      Est-ce que ekomami na elongui na nga na ko kufa pauvre                                       Po bango ba kani ba balisa yo na moto ya mosolo cherie na ngai eh                                       Na moto ya mossolo                                       Na moto ya mossolo                                       Na moto ya mossolo                                       Na moto ya mossolo
